id,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_has_profile_pic,host_identity_verified,host_response_rate,instant_bookable,last_review,latitude,longitude,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds,price
15208141,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,SF,t,t,,f,,37.77072276,-122.4236758,0,NA,94103,1,2,450
18734125,Apartment,Entire home/apt,5,1,Real Bed,moderate,TRUE,NYC,t,t,100%,f,7/16/17,40.66042973,-73.98608579,2,100,11215,2,4,139
18828134,Apartment,Shared room,1,3,Real Bed,strict,TRUE,DC,t,t,93%,f,11/8/15,38.91986489,-77.01425958,1,60,20001,1,2,26
20070342,Apartment,Private room,2,1,Real Bed,moderate,TRUE,NYC,t,t,100%,t,9/4/17,40.74630313,-74.00250908,2,100,10011,1,1,120
1551816,Guest suite,Entire home/apt,3,1,Real Bed,strict,TRUE,DC,t,t,100%,t,4/30/17,38.86825865,-76.94375547,2,100,20020,0,2,70
1890853,Apartment,Private room,2,1,Real Bed,strict,FALSE,NYC,t,f,100%,t,,40.71820398,-73.83729142,0,NA,11375,1,1,75
16637954,Condominium,Entire home/apt,6,2,Real Bed,flexible,FALSE,SF,t,t,100%,f,,37.7551723,-122.4094994,0,NA,94110,3,3,425
18701968,House,Entire home/apt,8,3,Real Bed,moderate,TRUE,LA,t,f,,f,,34.02836741,-118.7881834,0,NA,90265,4,4,550
15520420,Apartment,Private room,1,1,Real Bed,flexible,TRUE,Chicago,t,t,71%,f,,41.92041649,-87.69144321,0,NA,60647,1,1,27
20171599,Apartment,Entire home/apt,6,1,Real Bed,strict,TRUE,DC,t,t,88%,f,10/11/16,38.8916432,-76.98330622,3,93,20002,2,3,125
9833212,Condominium,Entire home/apt,4,1,Real Bed,strict,TRUE,SF,t,t,100%,f,7/8/17,37.74270981,-122.4195473,25,94,94110,1,2,160
13281381,Apartment,Private room,1,2,Real Bed,strict,FALSE,NYC,t,t,100%,f,9/28/17,40.7222599,-73.99349958,48,90,10012,1,1,99
2372273,Apartment,Entire home/apt,2,1,Real Bed,strict,FALSE,Boston,t,t,93%,f,7/2/17,42.35985052,-71.06934545,14,99,2114,0,1,210
13814281,Apartment,Entire home/apt,5,2,Real Bed,flexible,FALSE,DC,t,f,,t,,38.92856547,-76.95715536,0,NA,20018,2,3,550
20074905,House,Private room,2,2,Real Bed,strict,TRUE,LA,t,t,87%,t,4/18/17,34.04586387,-118.3004245,126,82,90006,1,1,45
20616848,Apartment,Private room,1,1,Real Bed,strict,FALSE,NYC,t,t,100%,f,3/8/17,40.80130613,-73.96750149,2,100,10025,1,1,69
4887250,Apartment,Private room,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,f,1/1/17,40.70539572,-73.94283263,5,96,11206,1,1,80
9373148,House,Entire home/apt,2,1,Real Bed,flexible,FALSE,LA,t,t,,f,,34.12483831,-118.2189716,0,NA,90041,1,1,275
9824420,House,Private room,1,0.5,Real Bed,moderate,TRUE,LA,t,f,100%,t,4/16/17,34.04487495,-118.0037517,18,86,91746,1,1,27
3375448,Guesthouse,Entire home/apt,2,1,Real Bed,moderate,TRUE,LA,t,t,80%,f,3/27/17,34.03040109,-118.3071965,15,99,90018,1,1,120
6342320,House,Private room,2,1,Real Bed,flexible,FALSE,LA,t,t,100%,f,4/27/17,33.99617426,-118.4273589,4,95,90066,1,1,60
19420578,Apartment,Entire home/apt,4,1,Real Bed,flexible,TRUE,Chicago,t,t,100%,f,5/7/17,41.93431381,-87.69589864,15,99,,1,1,70
16389883,Apartment,Private room,1,1.5,Real Bed,flexible,FALSE,NYC,t,t,,f,1/5/17,40.67806745,-73.94645348,3,87,11216,1,1,35
17481087,House,Entire home/apt,6,2.5,Real Bed,flexible,TRUE,DC,t,f,,t,,38.91420859,-77.0119153,0,NA,20001,3,3,350
2001022,Apartment,Private room,1,1,Real Bed,strict,TRUE,NYC,t,f,,t,8/22/15,40.72818816,-73.94759351,1,80,11222,1,1,38
28204,Apartment,Entire home/apt,3,1,Real Bed,moderate,TRUE,NYC,t,t,100%,f,,40.67178719,-73.95904988,0,NA,11238,1,1,135
17298590,Townhouse,Entire home/apt,4,1,Real Bed,strict,TRUE,NYC,t,f,100%,t,9/24/17,40.7794325,-73.91170191,20,98,11105,1,3,95
19597812,Townhouse,Entire home/apt,4,2,Real Bed,flexible,FALSE,NYC,t,f,0%,f,10/29/16,40.72798276,-74.0039147,1,100,10014,2,2,400
18911893,Townhouse,Private room,2,1,Real Bed,flexible,TRUE,LA,t,t,100%,f,3/20/17,34.1477833,-118.4431034,11,100,91423,1,1,75
2249464,Apartment,Entire home/apt,3,1,Real Bed,strict,FALSE,NYC,t,t,,f,6/26/17,40.71026304,-73.96594532,2,90,11249,1,2,190
19100435,Townhouse,Entire home/apt,5,2.5,Real Bed,strict,TRUE,LA,t,t,100%,t,4/13/17,34.17887711,-118.2962195,4,85,91201,2,3,220
350168,Apartment,Entire home/apt,4,1,Real Bed,strict,FALSE,DC,t,t,,t,,38.87602133,-77.00477812,0,NA,20003,2,2,500
5404410,Apartment,Private room,2,1,Real Bed,flexible,FALSE,NYC,t,f,,f,,40.71310667,-73.98482051,0,NA,10002,1,1,43
19380871,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,NYC,t,t,,f,4/18/17,40.63560666,-73.97960757,1,100,11218,2,3,83
7829463,House,Entire home/apt,5,2,Real Bed,flexible,FALSE,NYC,t,f,100%,t,9/17/17,40.78881092,-73.82882264,3,100,11357,2,2,250
20515919,House,Private room,2,2.5,Real Bed,flexible,FALSE,NYC,t,t,100%,f,8/6/17,40.69240757,-73.96906131,7,100,11205,1,1,110
17000226,Townhouse,Private room,2,1,Real Bed,strict,TRUE,NYC,t,f,100%,t,9/24/17,40.80840587,-73.95625209,2,90,10027,0,1,85
14300750,Apartment,Private room,1,1,Real Bed,strict,FALSE,NYC,t,f,100%,t,8/15/17,40.72411195,-73.98762371,1,100,10003,1,NA,30
549873,Apartment,Entire home/apt,6,1.5,Real Bed,strict,TRUE,DC,t,t,,f,9/25/16,38.88133587,-76.99500756,2,90,20003,2,2,150
18425057,Apartment,Entire home/apt,2,1,Real Bed,strict,FALSE,NYC,t,f,20%,f,7/3/16,40.72228283,-73.99367923,3,100,10012,1,1,105
12513116,Apartment,Entire home/apt,4,1,Real Bed,moderate,FALSE,NYC,t,t,100%,f,9/12/17,40.70692707,-73.94482047,4,87,11206,2,2,248
18022749,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,NYC,t,t,100%,f,9/19/17,40.82290947,-73.94171027,30,79,10039,1,1,99
17402486,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,DC,t,t,98%,f,,38.90569497,-77.05343282,0,NA,20037,1,1,169
691177,House,Entire home/apt,6,3,Real Bed,strict,TRUE,LA,t,f,,t,7/13/15,33.95765188,-118.4429552,1,100,90293,4,6,450
16559019,House,Entire home/apt,10,2.5,Real Bed,strict,TRUE,Chicago,t,t,100%,t,5/7/17,41.88664235,-87.65089977,62,100,60642,3,4,555
16520303,House,Private room,2,1,Real Bed,moderate,TRUE,SF,t,t,80%,f,9/21/17,37.74979106,-122.4087655,30,99,94110,1,1,99
7637980,Apartment,Entire home/apt,4,2,Real Bed,moderate,TRUE,LA,t,t,100%,f,3/18/17,34.10353601,-118.3248555,46,96,90028,2,3,249
13199065,Apartment,Entire home/apt,6,1,Real Bed,strict,TRUE,LA,t,t,100%,t,4/17/17,34.10420314,-118.3283646,55,92,90028,1,4,179
13100726,Apartment,Entire home/apt,1,1,Real Bed,strict,FALSE,LA,t,t,,f,,34.06518446,-118.4388453,0,NA,90024,0,1,52
15854570,Apartment,Entire home/apt,6,2,Real Bed,strict,TRUE,NYC,t,f,90%,f,9/4/17,40.7321083,-73.99912192,11,98,10011,2,2,365
16427610,House,Entire home/apt,4,1,Real Bed,moderate,TRUE,LA,t,f,100%,f,4/24/17,34.13521672,-118.0800179,17,96,91107,2,2,110
16117085,House,Shared room,1,1,Real Bed,flexible,TRUE,Chicago,t,f,100%,f,12/3/16,41.93823755,-87.68382169,2,90,60618,1,1,21
13573101,Apartment,Entire home/apt,4,1,Real Bed,flexible,FALSE,LA,t,f,100%,t,4/23/17,34.06221934,-118.2820874,1,100,90057,1,1,145
9051878,Guesthouse,Entire home/apt,4,1,Real Bed,strict,TRUE,LA,t,t,100%,f,4/30/17,34.22090864,-118.4184096,197,88,91352,2,1,50
13408765,Apartment,Entire home/apt,3,1,Real Bed,flexible,FALSE,DC,t,f,,f,,38.94155151,-77.00166016,0,NA,20017,1,1,100
146189,House,Private room,1,1,Real Bed,flexible,FALSE,SF,t,t,,f,9/1/16,37.76041155,-122.4076723,3,93,94110,1,1,60
14568858,Apartment,Private room,2,1,Real Bed,flexible,TRUE,NYC,t,t,100%,f,10/1/17,40.72908184,-73.97970324,12,98,10009,1,1,145
14078190,Apartment,Private room,1,1,Real Bed,flexible,FALSE,LA,t,f,75%,t,,33.96772284,-118.4525532,0,NA,90292,1,1,149
1843765,Bed & Breakfast,Private room,4,1.5,Real Bed,strict,FALSE,LA,t,t,90%,f,5/16/16,34.03906305,-118.3050325,1,80,90018,1,2,120
13927922,Condominium,Entire home/apt,11,3,Real Bed,strict,TRUE,LA,t,t,100%,t,,34.06999206,-118.2218276,0,NA,90031,4,7,225
7093083,Apartment,Entire home/apt,2,1,Real Bed,moderate,TRUE,LA,t,t,100%,f,3/17/17,33.71510644,-118.2890034,50,94,90731,1,1,99
5136833,Other,Private room,1,1,Real Bed,strict,FALSE,SF,t,f,100%,f,8/26/17,37.77969754,-122.4068922,20,80,94103,1,1,65
6416545,House,Entire home/apt,5,2,Real Bed,moderate,TRUE,NYC,t,t,100%,f,9/23/17,40.67540877,-73.94408348,141,96,11216,3,3,216
16676113,Apartment,Entire home/apt,2,1,Real Bed,flexible,FALSE,NYC,t,f,,t,,40.75520381,-73.97240315,0,NA,10017,1,1,250
9153575,House,Entire home/apt,6,2,Real Bed,strict,FALSE,LA,t,t,100%,f,1/1/17,34.03908221,-118.4924704,18,98,90402,3,3,550
4044840,Apartment,Private room,2,1,Real Bed,flexible,TRUE,DC,t,t,63%,f,4/20/17,38.91935903,-77.04273936,25,93,20009,1,1,74
2079189,Apartment,Private room,1,1,Real Bed,flexible,FALSE,NYC,t,f,100%,f,5/15/16,40.67601094,-73.95132709,10,100,11216,1,1,55
743211,House,Entire home/apt,10,1,Real Bed,strict,TRUE,Chicago,t,t,100%,f,5/7/17,41.90727465,-87.68929546,6,100,60622,1,6,167
20800891,Apartment,Shared room,2,1,Airbed,moderate,TRUE,NYC,t,t,83%,f,9/16/17,40.8176882,-73.95381159,8,90,10027,1,1,55
10500033,House,Shared room,1,0,Real Bed,strict,FALSE,LA,t,f,98%,t,,33.99725624,-118.2976772,0,NA,90037,1,1,10
10528170,Apartment,Entire home/apt,10,2,Real Bed,strict,TRUE,NYC,t,t,100%,f,9/19/17,40.67850712,-73.92001635,54,93,11233,3,5,150
11086720,Apartment,Shared room,2,1,Real Bed,moderate,FALSE,NYC,t,f,100%,f,9/29/17,40.7463758,-73.97969109,12,83,10016,1,1,125
11117439,House,Private room,2,1,Real Bed,strict,TRUE,LA,t,t,100%,f,3/23/17,34.150191,-118.1214594,36,98,91106,1,1,45
2172285,Apartment,Entire home/apt,4,2,Real Bed,flexible,TRUE,LA,t,t,52%,f,5/1/17,34.10466844,-118.3467063,19,93,90046,2,2,199
14421699,Apartment,Private room,2,1,Real Bed,strict,FALSE,NYC,t,f,90%,f,9/26/17,40.82437679,-73.94332275,159,84,10039,1,2,60
42408,Apartment,Entire home/apt,3,1,Real Bed,flexible,TRUE,NYC,t,f,95%,t,9/14/17,40.79049389,-73.94277212,10,90,10029,1,1,120
7714658,Apartment,Entire home/apt,6,2,Real Bed,moderate,TRUE,LA,t,t,64%,f,4/19/17,34.06460665,-118.3904098,14,92,90212,3,3,250
19273852,House,Private room,2,1,Real Bed,flexible,FALSE,DC,t,f,100%,f,10/12/16,38.92465813,-76.95558061,31,99,20018,1,1,55
6536047,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,NYC,t,f,100%,f,9/27/17,40.71945307,-73.95081262,3,93,11211,1,2,199
6828889,Apartment,Private room,1,1,Real Bed,strict,TRUE,NYC,t,f,92%,f,6/29/17,40.8347931,-73.94345191,8,97,10032,5,1,45
13641826,House,Private room,3,1,Real Bed,flexible,TRUE,LA,t,f,,f,8/30/16,33.99370775,-118.438561,2,90,90066,1,2,140
7915142,Townhouse,Entire home/apt,6,2,Real Bed,strict,TRUE,NYC,t,t,100%,f,,40.68663151,-73.9425058,0,NA,11221,3,3,80
16404329,Apartment,Private room,1,1,Real Bed,flexible,FALSE,Chicago,t,f,100%,f,4/23/17,41.86929129,-87.66337895,10,98,60607,1,1,65
551851,Apartment,Entire home/apt,4,1,Real Bed,flexible,TRUE,NYC,t,t,,f,,40.75546827,-73.99501158,0,NA,10018,1,2,170
20994256,Bungalow,Private room,4,1,Real Bed,moderate,TRUE,NYC,t,t,80%,t,9/10/17,40.70066128,-73.92948911,9,83,11206,2,1,95
18426039,House,Entire home/apt,4,1,Real Bed,moderate,TRUE,NYC,t,t,100%,f,9/22/17,40.62089728,-74.00863249,9,96,11228,2,3,150
16056428,House,Entire home/apt,3,1.5,Real Bed,strict,TRUE,LA,t,t,100%,f,4/30/17,34.11520797,-118.5801927,39,99,90290,1,2,250
573144,Apartment,Entire home/apt,2,1,Real Bed,strict,TRUE,NYC,t,f,100%,f,,40.74374625,-73.99983557,0,NA,10011,1,1,200
2636762,Villa,Private room,3,1,Real Bed,strict,TRUE,SF,t,f,100%,t,9/24/17,37.78758598,-122.4231545,20,94,94109,1,2,99
16693953,Apartment,Entire home/apt,4,1,Real Bed,strict,FALSE,DC,t,t,,f,,38.94386889,-77.06186518,0,NA,20008,1,2,100
15162252,Apartment,Private room,3,1,Real Bed,strict,TRUE,LA,t,t,100%,t,5/2/17,34.06521548,-118.3537506,11,96,90036,1,1,100
7246903,House,Entire home/apt,6,2.5,Real Bed,moderate,TRUE,SF,t,t,100%,f,8/21/17,37.77268738,-122.5115,39,99,94121,3,3,320
6662967,Apartment,Entire home/apt,5,1.5,Real Bed,moderate,TRUE,SF,t,t,,f,,37.79717872,-122.4225228,0,NA,94109,2,2,500
2320101,Apartment,Private room,2,1,Real Bed,moderate,FALSE,NYC,t,f,100%,t,7/5/17,40.67167098,-73.93088401,18,96,11213,1,1,45
2374963,Condominium,Entire home/apt,8,4.5,Real Bed,strict,TRUE,LA,t,t,100%,f,,34.07318098,-118.5500522,0,NA,90272,4,5,499
1359822,Apartment,Entire home/apt,4,1,Real Bed,flexible,FALSE,LA,t,f,,f,3/6/16,34.15633425,-118.4490285,2,100,91403,1,2,85
10920346,Apartment,Entire home/apt,4,1,Real Bed,flexible,FALSE,SF,t,t,,f,9/17/14,37.79963389,-122.4062527,4,100,94133,2,2,550
9318504,Apartment,Entire home/apt,6,2,Real Bed,moderate,TRUE,LA,t,f,100%,t,,34.09307971,-118.3550803,0,NA,90046,2,3,150
8914109,Apartment,Entire home/apt,2,1,Real Bed,flexible,FALSE,NYC,t,t,,f,10/14/15,40.70013515,-73.92704696,1,NA,11237,1,1,150
4668681,Apartment,Private room,1,1,Real Bed,flexible,TRUE,NYC,t,f,100%,f,4/23/17,40.68383639,-73.99064991,4,90,11217,1,1,46
11416030,Apartment,Entire home/apt,4,1,Real Bed,flexible,FALSE,LA,t,f,50%,t,,34.04738123,-118.2482536,0,NA,90013,1,2,195
13434849,House,Private room,2,1.5,Real Bed,strict,TRUE,LA,t,t,100%,f,4/23/17,34.01561956,-118.4379898,12,98,90066,1,1,75
11774332,Apartment,Shared room,1,1,Real Bed,moderate,FALSE,NYC,t,t,100%,f,,40.81471675,-73.95949136,0,NA,10027,1,1,70
3833542,Apartment,Private room,2,2,Real Bed,moderate,TRUE,Chicago,t,t,100%,f,5/7/17,41.90368118,-87.67993176,34,97,60622,1,1,125
15072673,House,Private room,2,0,Real Bed,strict,TRUE,LA,t,t,100%,f,4/22/17,33.92895341,-118.3625338,25,91,90250,1,2,36
18181064,Apartment,Private room,4,1,Real Bed,strict,TRUE,Boston,t,t,100%,f,9/22/17,42.28971393,-71.0614035,65,90,2124,1,2,67
38579,Apartment,Entire home/apt,4,1,Real Bed,flexible,FALSE,LA,t,t,50%,f,2/20/17,34.06419391,-118.3480641,6,95,90036,1,1,95
15796872,Apartment,Private room,1,1,Real Bed,moderate,FALSE,NYC,t,f,90%,f,,40.69392957,-73.96283544,0,NA,11205,1,1,80
17348379,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,Chicago,t,t,100%,f,5/8/17,41.94116698,-87.66532456,42,100,60657,2,3,100
33156,Apartment,Entire home/apt,5,1,Real Bed,moderate,TRUE,NYC,t,t,100%,f,9/15/17,40.58920724,-73.79479285,73,99,11692,1,2,150
8615906,Apartment,Private room,3,1,Real Bed,strict,TRUE,NYC,t,t,,f,7/14/16,40.79961302,-73.96042711,16,80,10025,1,2,90
19784228,House,Entire home/apt,6,1,Real Bed,strict,TRUE,LA,t,t,100%,f,4/13/17,34.17277136,-118.3613604,18,96,91601,2,3,179
9771817,Apartment,Private room,2,1,Real Bed,moderate,TRUE,NYC,t,f,,f,8/15/16,40.80060317,-73.96473476,4,93,10025,1,1,60
2070289,Condominium,Entire home/apt,2,1.5,Real Bed,moderate,FALSE,NYC,t,t,100%,f,,40.6915268,-73.93438412,0,NA,11221,1,1,80
9215569,House,Entire home/apt,8,2,Real Bed,strict,TRUE,SF,t,t,100%,f,8/14/17,37.75557545,-122.4247407,19,98,94110,4,5,1200
9677744,Guest suite,Entire home/apt,2,1,Real Bed,strict,TRUE,NYC,t,t,100%,t,9/24/17,40.58817207,-73.80001641,13,98,11692,1,2,99
15896468,Apartment,Entire home/apt,5,1.5,Real Bed,strict,TRUE,NYC,t,t,100%,t,9/10/17,40.71349952,-73.98800193,4,95,10002,2,2,280
18527304,Apartment,Shared room,3,1,Pull-out Sofa,moderate,FALSE,NYC,t,t,100%,t,9/28/17,40.59704544,-73.754894,68,93,11691,1,1,23
16163805,Loft,Entire home/apt,6,1,Real Bed,moderate,TRUE,NYC,t,t,100%,f,3/31/17,40.67956638,-73.9457724,58,90,11216,2,3,165
13911251,Dorm,Shared room,1,NA,Real Bed,strict,FALSE,SF,t,f,100%,f,2/28/17,37.79455322,-122.4060035,6,100,94108,1,1,29
3324943,Apartment,Entire home/apt,6,2.5,Real Bed,strict,TRUE,NYC,t,f,100%,f,9/16/17,40.67947915,-73.90822358,28,97,11233,3,3,150
4642539,House,Private room,2,1.5,Real Bed,moderate,FALSE,NYC,t,t,100%,t,5/5/17,40.86681965,-73.85811594,35,95,10469,1,1,47
10853955,Apartment,Private room,2,1,Real Bed,moderate,TRUE,SF,t,f,100%,t,9/30/17,37.71692604,-122.4325523,4,90,94112,1,1,80
8459807,Apartment,Entire home/apt,5,1,Real Bed,strict,TRUE,NYC,t,t,73%,f,9/10/17,40.74681779,-73.9973316,30,91,10001,2,3,400
18037423,House,Private room,2,4,Real Bed,flexible,FALSE,NYC,t,t,100%,t,8/31/17,40.85816684,-73.90715218,14,86,10453,1,1,50
67397,Apartment,Entire home/apt,3,1,Real Bed,strict,FALSE,NYC,t,t,100%,f,9/20/17,40.78629531,-73.976581,5,100,10024,0,2,150
7368683,House,Entire home/apt,10,2,Real Bed,strict,TRUE,Chicago,t,t,98%,f,4/17/17,41.88838535,-87.6339105,15,96,60654,2,3,499
5174821,Apartment,Entire home/apt,5,1,Real Bed,strict,TRUE,NYC,t,t,100%,t,9/18/17,40.73076047,-73.98246951,38,89,10009,2,2,205
12156007,Apartment,Entire home/apt,3,1,Real Bed,moderate,FALSE,Chicago,t,t,100%,f,4/13/17,41.9205506,-87.69439857,74,94,60647,2,2,90
13859361,House,Private room,2,2,Real Bed,strict,TRUE,DC,t,f,,f,1/22/17,38.93977775,-77.01677416,4,100,20011,1,1,120
16319564,Apartment,Entire home/apt,4,1,Real Bed,flexible,TRUE,NYC,t,t,100%,f,9/21/17,40.83489526,-73.94829096,14,96,10032,2,3,99
18092175,Apartment,Entire home/apt,4,1.5,Real Bed,moderate,TRUE,DC,t,t,100%,t,5/2/17,38.90822965,-77.06718693,89,100,20007,1,2,212
4840794,Apartment,Private room,1,1,Real Bed,moderate,FALSE,NYC,t,t,,f,,40.8444085,-73.94217927,0,NA,10032,1,1,40
9216865,House,Entire home/apt,6,1.5,Real Bed,strict,TRUE,SF,t,f,100%,t,10/1/17,37.74486291,-122.4568293,2,100,94127,3,3,320
14297989,Apartment,Entire home/apt,2,1,Real Bed,flexible,FALSE,NYC,t,t,75%,f,9/11/17,40.67768591,-73.95308502,3,100,11216,1,1,100
7308118,Apartment,Entire home/apt,3,1,Real Bed,strict,FALSE,SF,t,t,100%,f,9/4/17,37.77636114,-122.4371529,10,100,94117,1,1,250
18162544,House,Entire home/apt,4,2,Real Bed,flexible,TRUE,LA,t,t,100%,f,,34.20464635,-118.1451905,0,NA,91001,2,2,300
566195,House,Entire home/apt,9,3,Real Bed,strict,TRUE,SF,t,t,90%,f,9/14/17,37.77873556,-122.4441344,9,100,94115,3,5,500
16845769,Apartment,Entire home/apt,5,1,Real Bed,strict,TRUE,Chicago,t,t,100%,f,5/7/17,41.80032009,-87.60472777,19,95,60615,1,3,117
9937541,Apartment,Entire home/apt,2,1,Real Bed,flexible,TRUE,NYC,t,t,80%,f,7/30/16,40.68153289,-73.99929291,6,97,11231,1,1,138
17016159,Apartment,Entire home/apt,5,1,Real Bed,strict,TRUE,LA,t,t,100%,f,2/26/17,34.09905162,-118.3505273,24,83,90046,1,3,95
533168,Apartment,Entire home/apt,4,1,Real Bed,strict,TRUE,LA,t,t,,f,9/14/16,33.99731536,-118.4719545,8,98,90291,2,2,175
14530033,House,Private room,2,1,Real Bed,strict,FALSE,LA,t,f,90%,f,1/1/17,34.1157853,-118.2096958,12,93,90042,1,1,42
9156784,House,Private room,2,1.5,Real Bed,flexible,FALSE,LA,t,f,100%,f,,34.15415282,-118.0260925,0,NA,,1,2,80
1531183,Apartment,Entire home/apt,1,1,Real Bed,flexible,TRUE,NYC,t,t,100%,f,8/15/17,40.7194124,-73.94327419,2,100,11222,1,1,225
1178596,Apartment,Private room,2,1,Real Bed,flexible,TRUE,NYC,t,t,100%,f,9/4/17,40.75893856,-73.91623365,2,100,11103,1,1,80
15419819,Cabin,Entire home/apt,3,1,Real Bed,strict,TRUE,LA,t,t,88%,f,7/28/14,34.08698418,-118.3449337,125,94,90046,1,2,200
4304839,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,DC,t,f,,t,,38.89332762,-76.99757686,0,NA,20002,1,2,800
4663197,Apartment,Entire home/apt,4,1,Real Bed,strict,FALSE,NYC,t,f,,t,11/29/15,40.78502041,-73.94762748,14,74,10029,1,2,189
21081544,House,Private room,2,1,Real Bed,flexible,FALSE,LA,t,f,100%,f,,34.04942669,-118.3688442,0,NA,90035,1,1,99
2452967,Apartment,Entire home/apt,2,1,Real Bed,flexible,FALSE,NYC,t,t,,f,12/30/15,40.64691255,-73.95854701,2,90,11226,1,1,100
3586141,Apartment,Entire home/apt,3,1,Real Bed,strict,TRUE,NYC,t,f,100%,f,9/24/17,40.68328198,-73.94933383,20,95,11216,1,1,130
15511188,House,Shared room,4,2,Real Bed,strict,TRUE,NYC,t,t,81%,f,9/30/17,40.69267258,-73.90708361,26,83,11237,1,4,35
7417520,House,Private room,2,1,Real Bed,moderate,TRUE,LA,t,f,100%,f,3/6/17,33.98213886,-117.9815374,2,90,91745,1,1,59
16974973,Apartment,Private room,2,2,Real Bed,moderate,TRUE,NYC,t,t,,t,5/18/17,40.74512284,-73.99178919,8,86,10001,1,1,200
7034490,Apartment,Entire home/apt,3,1,Real Bed,moderate,TRUE,DC,t,t,100%,f,5/1/17,38.89997498,-77.01821489,1,100,20001,1,1,175
6852800,Other,Entire home/apt,2,1,Real Bed,strict,TRUE,Boston,t,f,100%,t,10/4/17,42.34699268,-71.07420184,1,100,2116,0,2,149
16839692,Apartment,Private room,2,1,Real Bed,strict,FALSE,NYC,t,f,,f,1/8/15,40.81088172,-73.95774363,1,80,10027,1,1,50
15164526,Dorm,Private room,3,1,Real Bed,strict,TRUE,NYC,t,t,100%,f,8/29/16,40.77604686,-73.90989793,5,92,11105,1,1,65
16314301,Apartment,Entire home/apt,4,1,Real Bed,moderate,TRUE,NYC,t,f,50%,f,6/26/17,40.72528618,-73.9865542,1,80,10009,2,2,250
8555559,Apartment,Private room,2,1,Real Bed,strict,TRUE,Chicago,t,t,100%,f,10/26/13,41.86370602,-87.62329949,4,99,60605,1,1,115
18612718,Apartment,Private room,2,1,Real Bed,moderate,TRUE,NYC,t,t,93%,f,4/29/17,40.79481381,-73.97184717,9,84,10025,1,1,99
10011850,Townhouse,Private room,2,1,Real Bed,flexible,FALSE,LA,t,t,100%,t,4/13/17,34.03042889,-118.4181956,1,100,90064,1,1,88
11851803,House,Entire home/apt,3,1,Real Bed,flexible,FALSE,SF,t,t,100%,f,11/28/15,37.71282098,-122.4063832,11,96,94134,2,2,60
3850839,Apartment,Entire home/apt,5,1,Real Bed,strict,TRUE,NYC,t,t,100%,f,9/19/17,40.80044899,-73.963595,37,88,10025,2,3,220
16578960,Apartment,Private room,2,1,Real Bed,moderate,TRUE,LA,t,t,100%,f,3/31/17,34.07056294,-118.3127229,15,100,90004,1,1,39
14897219,House,Private room,2,1,Real Bed,moderate,TRUE,NYC,t,f,100%,t,9/25/17,40.729069,-73.73873305,66,85,11427,1,1,49
